id,code,name,brand,category,price,stock,compatibility,description,image,oem_codes,installation_difficulty,warranty_months,weight,dimensions_length,dimensions_width,dimensions_height,supplier_name,supplier_code,supplier_lead_time_days
P017,Metal-Leve-Kit-Juntas-891,Kit Juntas Metal Leve,Metal Leve,motor,117.47,103,"Honda Civic 2006-2010",Kit Juntas de alta qualidade da marca Metal Leve. Ideal para seu veículo.,/images/motor-17.jpg,"OEM-72506-6",difícil,12,2.39,26.47,21.84,10.66,Transmissões Brasil,TB-010,10
P018,Valeo-Farol-355,Farol Valeo,Valeo,carroceria,215.11,81,"Chevrolet Tracker 2011-2015|Toyota Corolla 2000-2005",Farol de alta qualidade da marca Valeo. Ideal para seu veículo.,/images/carroceria-18.jpg,"OEM-96541-1",médio,3,3.00,41.97,20.08,24.10,Iluminação Veicular Ltda.,I-789,7
P019,SKF-Bomba-de-Água-385,Bomba de Água SKF,SKF,motor,295.42,109,"VW Gol 2016-2020",Bomba de Água de alta qualidade da marca SKF. Ideal para seu veículo.,/images/motor-19.jpg,,fácil,12,0.92,52.36,19.38,11.83,Componentes Master,CM-001,4
P020,TRW-Disco-de-Freio-464,Disco de Freio TRW,TRW,freios,196.26,112,"Hyundai HB20 2000-2005",Disco de Freio de alta qualidade da marca TRW. Ideal para seu veículo.,/images/freios-20.jpg,"OEM-88942-8",médio,12,4.86,43.20,38.83,18.06,Distribuidora Autopeças,D-456,5
P021,Bosch-Filtro-de-Óleo-881,Filtro de Óleo Bosch,Bosch,filtros,28.84,142,"Fiat Palio 2016-2020",Filtro de Óleo de alta qualidade da marca Bosch. Ideal para seu veículo.,/images/filtros-21.jpg,"OEM-37326-7",fácil,6,0.39,11.60,9.92,5.20,Acessórios Auto,AA-200,2
P022,Pirelli-Pneu-Aro-14-633,Pneu Aro 14 Pirelli,Pirelli,pneus,334.33,101,"Honda Civic 2000-2005|VW Gol 2000-2005",Pneu Aro 14 de alta qualidade da marca Pirelli. Ideal para seu veículo.,/images/pneus-22.jpg,"OEM-35313-1",difícil,24,7.85,34.02,15.75,19.00,Transmissões Brasil,TB-010,10
P023,Siemens-Alternador-797,Alternador Siemens,Siemens,eletrica,788.19,89,"Ford Ka 2006-2010|Toyota Corolla 2000-2005",Alternador de alta qualidade da marca Siemens. Ideal para seu veículo.,/images/eletrica-23.jpg,"OEM-92994-6",difícil,24,10.05,49.20,36.57,20.08,AutoPartes S.A.,S-123,3
P024,Sabó-Kit-Juntas-898,Kit Juntas Sabó,Sabó,motor,108.97,117,"Fiat Palio 2000-2005",Kit Juntas de alta qualidade da marca Sabó. Ideal para seu veículo.,/images/motor-24.jpg,,médio,12,1.80,31.78,14.65,13.73,Distribuidora Autopeças,D-456,5
P025,Monroe-Amortecedor-507,Amortecedor Monroe,Monroe,suspensao,166.70,103,"Jeep Renegade 2006-2010|VW Gol 2016-2020",Amortecedor de alta qualidade da marca Monroe. Ideal para seu veículo.,/images/suspensao-25.jpg,"OEM-43666-6",médio,12,14.77,59.20,16.29,32.70,Componentes Master,CM-001,4
P026,Valeo-Lanterna-Traseira-146,Lanterna Traseira Valeo,Valeo,carroceria,153.25,99,"Chevrolet Onix 2016-2020|Ford Ka 2000-2005",Lanterna Traseira de alta qualidade da marca Valeo. Ideal para seu veículo.,/images/carroceria-26.jpg,"OEM-43603-9",fácil,3,0.96,48.06,21.84,19.51,Iluminação Veicular Ltda.,I-789,7
P027,Contitech-Correia-Dentada-176,Correia Dentada Contitech,Contitech,motor,139.75,131,"Toyota Corolla 2006-2010",Correia Dentada de alta qualidade da marca Contitech. Ideal para seu veículo.,/images/motor-27.jpg,"OEM-35058-2|OEM-80435-8",médio,12,0.30,48.21,11.51,10.84,Acessórios Auto,AA-200,2
P028,SKF-Bandeja-832,Bandeja SKF,SKF,suspensao,287.60,119,"Fiat Palio 2000-2005|Jeep Renegade 2011-2015",Bandeja de alta qualidade da marca SKF. Ideal para seu veículo.,/images/suspensao-28.jpg,"OEM-88921-6",médio,12,6.58,58.89,30.34,30.00,Componentes Master,CM-001,4
P029,Jurid-Pastilha-de-Freio-426,Pastilha de Freio Jurid,Jurid,freios,75.64,128,"VW Gol 2011-2015|Chevrolet Onix 2016-2020",Pastilha de Freio de alta qualidade da marca Jurid. Ideal para seu veículo.,/images/freios-29.jpg,"OEM-76503-4",fácil,6,0.59,38.27,15.75,18.84,Distribuidora Autopeças,D-456,5
P030,Delphi-Motor-de-Partida-161,Motor de Partida Delphi,Delphi,eletrica,897.43,89,"Ford Ka 2006-2010|Hyundai HB20 2006-2010",Motor de Partida de alta qualidade da marca Delphi. Ideal para seu veículo.,/images/eletrica-30.jpg,"OEM-44485-6",difícil,24,8.96,41.48,22.42,26.47,AutoPartes S.A.,S-123,3
P031,Fram-Filtro-de-Ar-316,Filtro de Ar Fram,Fram,filtros,25.99,143,"Fiat Palio 2021-2024",Filtro de Ar de alta qualidade da marca Fram. Ideal para seu veículo.,/images/filtros-31.jpg,"OEM-76290-7",fácil,6,0.22,12.01,8.02,8.69,AutoPartes S.A.,S-123,3
P032,Bosch-Filtro-de-Óleo-880,Filtro de Óleo Bosch,Bosch,filtros,26.01,135,"Toyota Corolla 2000-2005|VW Gol 2011-2015",Filtro de Óleo de alta qualidade da marca Bosch. Ideal para seu veículo.,/images/filtros-32.jpg,"OEM-47671-5",fácil,6,0.30,11.23,6.33,7.56,Componentes Master,CM-001,4
P033,Monroe-Amortecedor-978,Amortecedor Monroe,Monroe,suspensao,144.59,96,"Fiat Uno 2016-2020|Chevrolet Tracker 2021-2024",Amortecedor de alta qualidade da marca Monroe. Ideal para seu veículo.,/images/suspensao-33.jpg,"OEM-92040-3",médio,12,13.62,49.20,18.06,32.70,Transmissões Brasil,TB-010,10
P034,Pirelli-Pneu-Aro-17-760,Pneu Aro 17 Pirelli,Pirelli,pneus,570.61,78,"Hyundai HB20 2006-2010",Pneu Aro 17 de alta qualidade da marca Pirelli. Ideal para seu veículo.,/images/pneus-34.jpg,"OEM-68571-7",difícil,24,10.04,49.80,18.39,26.47,Distribuidora Autopeças,D-456,5
P035,SKF-Pivô-478,Pivô SKF,SKF,suspensao,87.97,128,"Jeep Renegade 2000-2005|Fiat Palio 2021-2024",Pivô de alta qualidade da marca SKF. Ideal para seu veículo.,/images/suspensao-35.jpg,,fácil,6,1.20,16.59,10.74,9.65,Componentes Master,CM-001,4
P036,Magneti-Marelli-Central-Multimídia-108,Central Multimídia Magneti Marelli,Magneti Marelli,acessorios,880.89,68,"Fiat Uno 2011-2015|VW Gol 2006-2010",Central Multimídia de alta qualidade da marca Magneti Marelli. Ideal para seu veículo.,/images/acessorios-36.jpg,"OEM-82283-9",difícil,12,4.88,48.21,29.98,25.65,Acessórios Auto,AA-200,2
P037,Valeo-Lanterna-Traseira-351,Lanterna Traseira Valeo,Valeo,carroceria,149.95,108,"Fiat Uno 2016-2020",Lanterna Traseira de alta qualidade da marca Valeo. Ideal para seu veículo.,/images/carroceria-37.jpg,"OEM-72783-6",médio,3,0.85,39.80,24.16,16.59,Iluminação Veicular Ltda.,I-789,7
P038,Jurid-Pastilha-de-Freio-464,Pastilha de Freio Jurid,Jurid,freios,81.07,117,"VW Gol 2000-2005|Honda Civic 2011-2015",Pastilha de Freio de alta qualidade da marca Jurid. Ideal para seu veículo.,/images/freios-38.jpg,"OEM-25667-8",fácil,6,0.68,36.56,15.68,18.06,Distribuidora Autopeças,D-456,5
P039,NGK-Vela-de-Ignição-297,Vela de Ignição NGK,NGK,eletrica,48.77,144,"Fiat Uno 2000-2005|Ford Ka 2000-2005",Vela de Ignição de alta qualidade da marca NGK. Ideal para seu veículo.,/images/eletrica-39.jpg,,fácil,6,0.06,6.59,3.69,2.83,AutoPartes S.A.,S-123,3
P040,Cofap-Mola-de-Suspensão-771,Mola de Suspensão Cofap,Cofap,suspensao,108.97,103,"VW Gol 2011-2015|Chevrolet Onix 2016-2020",Mola de Suspensão de alta qualidade da marca Cofap. Ideal para seu veículo.,/images/suspensao-40.jpg,"OEM-80435-8",médio,12,3.88,52.36,24.16,10.84,Transmissões Brasil,TB-010,10
P041,SKF-Bomba-de-Água-394,Bomba de Água SKF,SKF,motor,265.49,114,"Honda Civic 2016-2020",Bomba de Água de alta qualidade da marca SKF. Ideal para seu veículo.,/images/motor-41.jpg,,fácil,12,0.70,49.25,12.63,11.83,Componentes Master,CM-001,4
P042,TRW-Cilindro-Mestre-434,Cilindro Mestre TRW,TRW,freios,288.66,90,"Hyundai HB20 2000-2005",Cilindro Mestre de alta qualidade da marca TRW. Ideal para seu veículo.,/images/freios-42.jpg,"OEM-72506-6",difícil,12,1.80,27.35,16.59,13.73,Distribuidora Autopeças,D-456,5
P043,Fram-Filtro-de-Óleo-341,Filtro de Óleo Fram,Fram,filtros,38.80,105,"Hyundai HB20 2011-2015|Toyota Corolla 2000-2005",Filtro de Óleo de alta qualidade da marca Fram. Ideal para seu veículo.,/images/filtros-43.jpg,"OEM-62187-5",fácil,6,0.30,10.02,6.59,7.20,AutoPartes S.A.,S-123,3
P044,Pirelli-Pneu-Aro-16-160,Pneu Aro 16 Pirelli,Pirelli,pneus,473.49,114,"VW Saveiro 2011-2015|Toyota Corolla 2000-2005",Pneu Aro 16 de alta qualidade da marca Pirelli. Ideal para seu veículo.,/images/pneus-44.jpg,"OEM-54316-2",difícil,24,9.39,52.27,14.93,19.00,Transmissões Brasil,TB-010,10
P045,Bosch-Cilindro-Mestre-596,Cilindro Mestre Bosch,Bosch,freios,275.63,138,"Chevrolet Tracker 2006-2010",Cilindro Mestre de alta qualidade da marca Bosch. Ideal para seu veículo.,/images/freios-45.jpg,"OEM-92900-3",difícil,12,1.65,29.98,16.29,19.51,Componentes Master,CM-001,4
P046,NGK-Vela-de-Ignição-783,Vela de Ignição NGK,NGK,eletrica,49.91,105,"Ford Ka 2000-2005|Fiat Uno 2016-2020",Vela de Ignição de alta qualidade da marca NGK. Ideal para seu veículo.,/images/eletrica-46.jpg,"OEM-54446-4",fácil,6,0.08,33.15,9.75,9.75,AutoPartes S.A.,S-123,3
P047,Sabó-Válvula-Termostática-891,Válvula Termostática Sabó,Sabó,motor,76.47,103,"Jeep Renegade 2006-2010|Honda Civic 2000-2005",Válvula Termostática de alta qualidade da marca Sabó. Ideal para seu veículo.,/images/motor-47.jpg,"OEM-72506-6|OEM-88942-8",médio,12,0.48,26.47,10.66,13.73,Distribuidora Autopeças,D-456,5
P048,Monroe-Bandeja-507,Bandeja Monroe,Monroe,suspensao,299.70,103,"Toyota Corolla 2006-2010|Chevrolet Onix 2000-2005",Bandeja de alta qualidade da marca Monroe. Ideal para seu veículo.,/images/suspensao-48.jpg,"OEM-43666-6",médio,12,6.58,59.20,30.34,30.00,Componentes Master,CM-001,4
P049,Valeo-Farol-146,Farol Valeo,Valeo,carroceria,205.25,99,"Toyota Corolla 2016-2020",Farol de alta qualidade da marca Valeo. Ideal para seu veículo.,/images/carroceria-49.jpg,"OEM-43603-9",médio,3,1.96,48.06,21.84,19.51,Iluminação Veicular Ltda.,I-789,7
P050,Contitech-Correia-Dentada-176,Correia Dentada Contitech,Contitech,motor,139.75,131,"Ford Ka 2000-2005",Correia Dentada de alta qualidade da marca Contitech. Ideal para seu veículo.,/images/motor-50.jpg,"OEM-35058-2",difícil,12,0.30,48.21,11.51,10.84,Acessórios Auto,AA-200,2
P051,SKF-Pivô-832,Pivô SKF,SKF,suspensao,89.60,119,"Fiat Palio 2000-2005",Pivô de alta qualidade da marca SKF. Ideal para seu veículo.,/images/suspensao-51.jpg,"OEM-88921-6|OEM-76503-4",fácil,6,1.31,58.89,30.34,30.00,Componentes Master,CM-001,4
P052,Jurid-Pastilha-de-Freio-426,Pastilha de Freio Jurid,Jurid,freios,75.64,128,"Hyundai HB20 2006-2010|Chevrolet Onix 2011-2015",Pastilha de Freio de alta qualidade da marca Jurid. Ideal para seu veículo.,/images/freios-52.jpg,"OEM-76503-4",fácil,6,0.59,38.27,15.75,18.84,Distribuidora Autopeças,D-456,5
P053,Delphi-Alternador-161,Alternador Delphi,Delphi,eletrica,750.43,89,"Hyundai HB20 2000-2005",Alternador de alta qualidade da marca Delphi. Ideal para seu veículo.,/images/eletrica-53.jpg,"OEM-44485-6",difícil,24,9.20,41.48,22.42,26.47,AutoPartes S.A.,S-123,3
P054,Fram-Filtro-de-Cabine-316,Filtro de Cabine Fram,Fram,filtros,30.99,143,"Fiat Palio 2021-2024|VW Gol 2011-2015",Filtro de Cabine de alta qualidade da marca Fram. Ideal para seu veículo.,/images/filtros-54.jpg,"OEM-76290-7",fácil,6,0.22,12.01,8.02,8.69,AutoPartes S.A.,S-123,3
P055,Bosch-Filtro-de-Óleo-880,Filtro de Óleo Bosch,Bosch,filtros,26.01,135,"Toyota Corolla 2000-2005|VW Gol 2011-2015",Filtro de Óleo de alta qualidade da marca Bosch. Ideal para seu veículo.,/images/filtros-55.jpg,"OEM-47671-5",fácil,6,0.30,11.23,6.33,7.56,Componentes Master,CM-001,4
P056,Monroe-Amortecedor-978,Amortecedor Monroe,Monroe,suspensao,144.59,96,"Fiat Uno 2016-2020",Amortecedor de alta qualidade da marca Monroe. Ideal para seu veículo.,/images/suspensao-56.jpg,"OEM-92040-3",médio,12,13.62,49.20,18.06,32.70,Transmissões Brasil,TB-010,10
P057,Pirelli-Pneu-Aro-17-760,Pneu Aro 17 Pirelli,Pirelli,pneus,570.61,78,"VW Gol 2006-2010|Honda Civic 2021-2024",Pneu Aro 17 de alta qualidade da marca Pirelli. Ideal para seu veículo.,/images/pneus-57.jpg,"OEM-68571-7",difícil,24,10.04,49.80,18.39,26.47,Distribuidora Autopeças,D-456,5
P058,SKF-Bandeja-478,Bandeja SKF,SKF,suspensao,297.97,128,"Jeep Renegade 2000-2005|Fiat Palio 2021-2024",Bandeja de alta qualidade da marca SKF. Ideal para seu veículo.,/images/suspensao-58.jpg,,médio,12,6.80,16.59,10.74,9.65,Componentes Master,CM-001,4
P059,Magneti-Marelli-Central-Multimídia-108,Central Multimídia Magneti Marelli,Magneti Marelli,acessorios,880.89,68,"Fiat Uno 2011-2015|VW Gol 2006-2010",Central Multimídia de alta qualidade da marca Magneti Marelli. Ideal para seu veículo.,/images/acessorios-59.jpg,"OEM-82283-9",difícil,12,4.88,48.21,29.98,25.65,Acessórios Auto,AA-200,2
P060,Valeo-Lanterna-Traseira-351,Lanterna Traseira Valeo,Valeo,carroceria,149.95,108,"Fiat Uno 2016-2020|Chevrolet Onix 2006-2010",Lanterna Traseira de alta qualidade da marca Valeo. Ideal para seu veículo.,/images/carroceria-60.jpg,"OEM-72783-6",médio,3,0.85,39.80,24.16,16.59,Iluminação Veicular Ltda.,I-789,7
P061,Jurid-Pastilha-de-Freio-464,Pastilha de Freio Jurid,Jurid,freios,81.07,117,"VW Gol 2000-2005",Pastilha de Freio de alta qualidade da marca Jurid. Ideal para seu veículo.,/images/freios-61.jpg,"OEM-25667-8",fácil,6,0.68,36.56,15.68,18.06,Distribuidora Autopeças,D-456,5
P062,NGK-Vela-de-Ignição-297,Vela de Ignição NGK,NGK,eletrica,48.77,144,"Fiat Uno 2000-2005",Vela de Ignição de alta qualidade da marca NGK. Ideal para seu veículo.,/images/eletrica-62.jpg,"OEM-68571-7",fácil,6,0.06,6.59,3.69,2.83,AutoPartes S.A.,S-123,3
P063,Cofap-Mola-de-Suspensão-771,Mola de Suspensão Cofap,Cofap,suspensao,108.97,103,"VW Gol 2011-2015|Chevrolet Onix 2016-2020",Mola de Suspensão de alta qualidade da marca Cofap. Ideal para seu veículo.,/images/suspensao-63.jpg,"OEM-80435-8",médio,12,3.88,52.36,24.16,10.84,Transmissões Brasil,TB-010,10
P064,SKF-Bomba-de-Água-394,Bomba de Água SKF,SKF,motor,265.49,114,"Honda Civic 2016-2020",Bomba de Água de alta qualidade da marca SKF. Ideal para seu veículo.,/images/motor-64.jpg,,fácil,12,0.70,49.25,12.63,11.83,Componentes Master,CM-001,4
P065,TRW-Cilindro-Mestre-434,Cilindro Mestre TRW,TRW,freios,288.66,90,"Hyundai HB20 2000-2005|Toyota Corolla 2006-2010",Cilindro Mestre de alta qualidade da marca TRW. Ideal para seu veículo.,/images/freios-65.jpg,"OEM-72506-6",difícil,12,1.80,27.35,16.59,13.73,Distribuidora Autopeças,D-456,5
P066,Fram-Filtro-de-Óleo-341,Filtro de Óleo Fram,Fram,filtros,38.80,105,"Hyundai HB20 2011-2015",Filtro de Óleo de alta qualidade da marca Fram. Ideal para seu veículo.,/images/filtros-66.jpg,"OEM-62187-5",fácil,6,0.30,10.02,6.59,7.20,AutoPartes S.A.,S-123,3
P067,Pirelli-Pneu-Aro-16-160,Pneu Aro 16 Pirelli,Pirelli,pneus,473.49,114,"VW Saveiro 2011-2015",Pneu Aro 16 de alta qualidade da marca Pirelli. Ideal para seu veículo.,/images/pneus-67.jpg,"OEM-54316-2",difícil,24,9.39,52.27,14.93,19.00,Transmissões Brasil,TB-010,10
P068,Bosch-Cilindro-Mestre-596,Cilindro Mestre Bosch,Bosch,freios,275.63,138,"Chevrolet Tracker 2006-2010|VW Gol 2000-2005",Cilindro Mestre de alta qualidade da marca Bosch. Ideal para seu veículo.,/images/freios-68.jpg,"OEM-92900-3",difícil,12,1.65,29.98,16.29,19.51,Componentes Master,CM-001,4
P069,NGK-Vela-de-Ignição-783,Vela de Ignição NGK,NGK,eletrica,49.91,105,"Ford Ka 2000-2005",Vela de Ignição de alta qualidade da marca NGK. Ideal para seu veículo.,/images/eletrica-69.jpg,"OEM-54446-4",fácil,6,0.08,33.15,9.75,9.75,AutoPartes S.A.,S-123,3
P070,Sabó-Válvula-Termostática-891,Válvula Termostática Sabó,Sabó,motor,76.47,103,"Jeep Renegade 2006-2010",Válvula Termostática de alta qualidade da marca Sabó. Ideal para seu veículo.,/images/motor-70.jpg,"OEM-72506-6",médio,12,0.48,26.47,10.66,13.73,Distribuidora Autopeças,D-456,5
P071,Monroe-Bandeja-507,Bandeja Monroe,Monroe,suspensao,299.70,103,"Toyota Corolla 2006-2010",Bandeja de alta qualidade da marca Monroe. Ideal para seu veículo.,/images/suspensao-71.jpg,"OEM-43666-6",médio,12,6.58,59.20,30.34,30.00,Componentes Master,CM-001,4
P072,Valeo-Farol-146,Farol Valeo,Valeo,carroceria,205.25,99,"Toyota Corolla 2016-2020|Chevrolet Onix 2000-2005",Farol de alta qualidade da marca Valeo. Ideal para seu veículo.,/images/carroceria-72.jpg,"OEM-43603-9",médio,3,1.96,48.06,21.84,19.51,Iluminação Veicular Ltda.,I-789,7
P073,Contitech-Correia-Dentada-176,Correia Dentada Contitech,Contitech,motor,139.75,131,"Ford Ka 2000-2005",Correia Dentada de alta qualidade da marca Contitech. Ideal para seu veículo.,/images/motor-73.jpg,"OEM-35058-2",difícil,12,0.30,48.21,11.51,10.84,Acessórios Auto,AA-200,2
P074,SKF-Pivô-832,Pivô SKF,SKF,suspensao,89.60,119,"Fiat Palio 2000-2005",Pivô de alta qualidade da marca SKF. Ideal para seu veículo.,/images/suspensao-74.jpg,"OEM-88921-6",fácil,6,1.31,58.89,30.34,30.00,Componentes Master,CM-001,4
P075,Jurid-Pastilha-de-Freio-426,Pastilha de Freio Jurid,Jurid,freios,75.64,128,"Hyundai HB20 2006-2010",Pastilha de Freio de alta qualidade da marca Jurid. Ideal para seu veículo.,/images/freios-75.jpg,"OEM-76503-4",fácil,6,0.59,38.27,15.75,18.84,Distribuidora Autopeças,D-456,5
P076,Delphi-Alternador-161,Alternador Delphi,Delphi,eletrica,750.43,89,"Hyundai HB20 2000-2005|Ford Ka 2006-2010",Alternador de alta qualidade da marca Delphi. Ideal para seu veículo.,/images/eletrica-76.jpg,"OEM-44485-6",difícil,24,9.20,41.48,22.42,26.47,AutoPartes S.A.,S-123,3
P077,Fram-Filtro-de-Cabine-316,Filtro de Cabine Fram,Fram,filtros,30.99,143,"Fiat Palio 2021-2024|VW Gol 2011-2015",Filtro de Cabine de alta qualidade da marca Fram. Ideal para seu veículo.,/images/filtros-77.jpg,"OEM-76290-7",fácil,6,0.22,12.01,8.02,8.69,AutoPartes S.A.,S-123,3
P078,Bosch-Filtro-de-Óleo-880,Filtro de Óleo Bosch,Bosch,filtros,26.01,135,"Toyota Corolla 2000-2005",Filtro de Óleo de alta qualidade da marca Bosch. Ideal para seu veículo.,/images/filtros-78.jpg,"OEM-47671-5",fácil,6,0.30,11.23,6.33,7.56,Componentes Master,CM-001,4
P079,Monroe-Amortecedor-978,Amortecedor Monroe,Monroe,suspensao,144.59,96,"Fiat Uno 2016-2020",Amortecedor de alta qualidade da marca Monroe. Ideal para seu veículo.,/images/suspensao-79.jpg,"OEM-92040-3",médio,12,13.62,49.20,18.06,32.70,Transmissões Brasil,TB-010,10
P080,Pirelli-Pneu-Aro-17-760,Pneu Aro 17 Pirelli,Pirelli,pneus,570.61,78,"VW Gol 2006-2010",Pneu Aro 17 de alta qualidade da marca Pirelli. Ideal para seu veículo.,/images/pneus-80.jpg,"OEM-68571-7",difícil,24,10.04,49.80,18.39,26.47,Distribuidora Autopeças,D-456,5
P081,SKF-Bandeja-478,Bandeja SKF,SKF,suspensao,297.97,128,"Jeep Renegade 2000-2005",Bandeja de alta qualidade da marca SKF. Ideal para seu veículo.,/images/suspensao-81.jpg,,médio,12,6.80,16.59,10.74,9.65,Componentes Master,CM-001,4
P082,Magneti-Marelli-Central-Multimídia-108,Central Multimídia Magneti Marelli,Magneti Marelli,acessorios,880.89,68,"Fiat Uno 2011-2015|VW Gol 2006-2010",Central Multimídia de alta qualidade da marca Magneti Marelli. Ideal para seu veículo.,/images/acessorios-82.jpg,"OEM-82283-9",difícil,12,4.88,48.21,29.98,25.65,Acessórios Auto,AA-200,2
P083,Valeo-Lanterna-Traseira-351,Lanterna Traseira Valeo,Valeo,carroceria,149.95,108,"Fiat Uno 2016-2020",Lanterna Traseira de alta qualidade da marca Valeo. Ideal para seu veículo.,/images/carroceria-83.jpg,"OEM-72783-6",médio,3,0.85,39.80,24.16,16.59,Iluminação Veicular Ltda.,I-789,7
P084,Jurid-Pastilha-de-Freio-464,Pastilha de Freio Jurid,Jurid,freios,81.07,117,"VW Gol 2000-2005",Pastilha de Freio de alta qualidade da marca Jurid. Ideal para seu veículo.,/images/freios-84.jpg,"OEM-25667-8",fácil,6,0.68,36.56,15.68,18.06,Distribuidora Autopeças,D-456,5
